"","Y","M","D","Tmean"
"176",1920,6,24,15.8699996452779
"177",1920,6,25,14.4399996772408
"178",1920,6,26,15.479999653995
"179",1920,6,27,15.5999996513128
"180",1920,6,28,16.5599996298552
"181",1920,6,29,18.10999959521
"182",1920,6,30,20.6199995391071
"183",1920,7,1,NA
"184",1920,7,2,NA
"185",1920,7,3,NA
"186",1920,7,4,NA
"187",1920,7,5,NA
"188",1920,7,6,NA
"189",1920,7,7,NA
"190",1920,7,8,NA
"191",1920,7,9,NA
"192",1920,7,10,NA
"193",1920,7,11,NA
"194",1920,7,12,NA
"195",1920,7,13,NA
"196",1920,7,14,NA
"197",1920,7,15,NA
"198",1920,7,16,NA
"199",1920,7,17,NA
"200",1920,7,18,NA
"201",1920,7,19,NA
"202",1920,7,20,NA
"203",1920,7,21,NA
"204",1920,7,22,NA
"205",1920,7,23,NA
"206",1920,7,24,NA
"207",1920,7,25,NA
"208",1920,7,26,NA
"209",1920,7,27,NA
"210",1920,7,28,NA
"211",1920,7,29,NA
"212",1920,7,30,NA
"213",1920,7,31,NA
"214",1920,8,1,NA
"215",1920,8,2,NA
"216",1920,8,3,NA
"217",1920,8,4,NA
"218",1920,8,5,NA
"219",1920,8,6,NA
"220",1920,8,7,NA
"221",1920,8,8,NA
"222",1920,8,9,NA
"223",1920,8,10,NA
"224",1920,8,11,NA
"225",1920,8,12,NA
"226",1920,8,13,NA
"227",1920,8,14,NA
"228",1920,8,15,NA
"229",1920,8,16,NA
"230",1920,8,17,NA
"231",1920,8,18,NA
"232",1920,8,19,NA
"233",1920,8,20,NA
"234",1920,8,21,NA
"235",1920,8,22,NA
"236",1920,8,23,NA
"237",1920,8,24,NA
"238",1920,8,25,NA
"239",1920,8,26,NA
"240",1920,8,27,NA
"241",1920,8,28,NA
"242",1920,8,29,NA
"243",1920,8,30,NA
"244",1920,8,31,NA
"245",1920,9,1,NA
"246",1920,9,2,NA
"247",1920,9,3,NA
"248",1920,9,4,NA
"249",1920,9,5,NA
"250",1920,9,6,NA
"251",1920,9,7,NA
"252",1920,9,8,NA
"253",1920,9,9,NA
"254",1920,9,10,NA
"255",1920,9,11,NA
"256",1920,9,12,NA
"257",1920,9,13,NA
"258",1920,9,14,NA
"259",1920,9,15,NA
"260",1920,9,16,NA
"261",1920,9,17,NA
"262",1920,9,18,NA
"263",1920,9,19,NA
"264",1920,9,20,NA
"265",1920,9,21,NA
"266",1920,9,22,NA
"267",1920,9,23,NA
"268",1920,9,24,NA
"269",1920,9,25,NA
"270",1920,9,26,NA
"271",1920,9,27,NA
"272",1920,9,28,NA
"273",1920,9,29,NA
"274",1920,9,30,NA
"275",1920,10,1,NA
"276",1920,10,2,NA
"277",1920,10,3,NA
"278",1920,10,4,NA
"279",1920,10,5,NA
"280",1920,10,6,NA
"281",1920,10,7,NA
"282",1920,10,8,NA
"283",1920,10,9,NA
"284",1920,10,10,NA
"285",1920,10,11,NA
"286",1920,10,12,NA
"287",1920,10,13,NA
"288",1920,10,14,NA
"289",1920,10,15,NA
"290",1920,10,16,NA
"291",1920,10,17,NA
"292",1920,10,18,NA
"293",1920,10,19,NA
"294",1920,10,20,NA
"295",1920,10,21,NA
"296",1920,10,22,NA
"297",1920,10,23,NA
"298",1920,10,24,NA
"299",1920,10,25,NA
"300",1920,10,26,NA
"301",1920,10,27,NA
"302",1920,10,28,NA
"303",1920,10,29,NA
"304",1920,10,30,NA
"305",1920,10,31,NA
"306",1920,11,1,NA
"307",1920,11,2,NA
"308",1920,11,3,NA
"309",1920,11,4,NA
"310",1920,11,5,NA
"311",1920,11,6,NA
"312",1920,11,7,NA
"313",1920,11,8,NA
"314",1920,11,9,NA
"315",1920,11,10,NA
"316",1920,11,11,NA
"317",1920,11,12,NA
"318",1920,11,13,NA
"319",1920,11,14,NA
"320",1920,11,15,NA
"321",1920,11,16,NA
"322",1920,11,17,NA
"323",1920,11,18,NA
"324",1920,11,19,NA
"325",1920,11,20,NA
"326",1920,11,21,NA
"327",1920,11,22,NA
"328",1920,11,23,NA
"329",1920,11,24,NA
"330",1920,11,25,NA
"331",1920,11,26,NA
"332",1920,11,27,NA
"333",1920,11,28,NA
"334",1920,11,29,NA
"335",1920,11,30,NA
"336",1920,12,1,0.609999986365438
"337",1920,12,2,0.649999985471368
"338",1920,12,3,0.399999991059303
"339",1920,12,4,-1.25999997183681
"340",1920,12,5,0.199999995529652
"341",1920,12,6,-1.93999995663762
"342",1920,12,7,-0.899999979883432
"343",1920,12,8,-1.27999997138977
"344",1920,12,9,-5.02999988757074
"345",1920,12,10,-3.34999992512167
"346",1920,12,11,-3.35999992489815
"347",1920,12,12,-4.72999989427626
"348",1920,12,13,-3.1599999293685
"349",1920,12,14,-5.32999988086522
"350",1920,12,15,-6.28999985940754
"351",1920,12,16,-0.129999997094274
"352",1920,12,17,0.809999981895089
"353",1920,12,18,-2.16999995149672
"354",1920,12,19,-2.90999993495643
"355",1920,12,20,-4.16999990679324
"356",1920,12,21,-2.94999993406236
"357",1920,12,22,-0.239999994635582
"358",1920,12,23,0.729999983683228
"359",1920,12,24,0.379999991506338
"360",1920,12,25,1.00999997742474
"361",1920,12,26,4.75999989360571
"362",1920,12,27,3.34999992512167
"363",1920,12,28,4.61999989673495
"364",1920,12,29,4.73999989405274
"365",1920,12,30,5.7999998703599
"366",1920,12,31,3.54999992065132
"367",1921,1,1,3.84999991394579
"368",1921,1,2,2.25999994948506
"369",1921,1,3,4.39999990165234
"370",1921,1,4,0.809999981895089
"371",1921,1,5,1.73999996110797
"372",1921,1,6,3.82999991439283
"373",1921,1,7,4.31999990344048
"374",1921,1,8,3.87999991327524
"375",1921,1,9,4.42999990098178
"376",1921,1,10,6.76999984867871
"377",1921,1,11,6.8299998473376
"378",1921,1,12,4.04999990947545
"379",1921,1,13,3.24999992735684
"380",1921,1,14,4.57999989762902
"381",1921,1,15,3.13999992981553
"382",1921,1,16,-2.64999994076788
"383",1921,1,17,-2.28999994881451
"384",1921,1,18,1.82999995909631
"385",1921,1,19,3.74999991618097
"386",1921,1,20,1.36999996937811
"387",1921,1,21,3.82999991439283
"388",1921,1,22,7.59999983012676
"389",1921,1,23,4.66999989561737
"390",1921,1,24,0.0299999993294477
"391",1921,1,25,-3.87999991327524
"392",1921,1,26,-2.27999994903803
"393",1921,1,27,0.449999989941716
"394",1921,1,28,-3.28999992646277
"395",1921,1,29,-1.74999996088445
"396",1921,1,30,3.98999991081655
"397",1921,1,31,5.42999987863004
"398",1921,2,1,5.48999987728894
"399",1921,2,2,5.91999986767769
"400",1921,2,3,3.41999992355704
"401",1921,2,4,2.30999994836748
"402",1921,2,5,-1.12999997474253
"403",1921,2,6,-1.6099999640137
"404",1921,2,7,-2.01999995484948
"405",1921,2,8,-1.86999995820224
"406",1921,2,9,-4.12999990768731
"407",1921,2,10,-3.48999992199242
"408",1921,2,11,-3.51999992132187
"409",1921,2,12,-2.31999994814396
"410",1921,2,13,-0.229999994859099
"411",1921,2,14,2.59999994188547
"412",1921,2,15,-3.30999992601573
"413",1921,2,16,-2.58999994210899
"414",1921,2,17,-3.52999992109835
"415",1921,2,18,-1.29999997094274
"416",1921,2,19,-2.53999994322658
"417",1921,2,20,-2.77999993786216
"418",1921,2,21,-3.0999999307096
"419",1921,2,22,0.809999981895089
"420",1921,2,23,-0.949999978765845
"421",1921,2,24,-0.0899999979883432
"422",1921,2,25,-2.89999993517995
"423",1921,2,26,-1.98999995552003
"424",1921,2,27,0.179999995976686
"425",1921,2,28,1.21999997273088
"426",1921,3,1,4.09999990835786
"427",1921,3,2,4.45999990031123
"428",1921,3,3,2.70999993942678
"429",1921,3,4,0.61999998614192
"430",1921,3,5,3.1599999293685
"431",1921,3,6,5.19999988377094
"432",1921,3,7,6.43999985605478
"433",1921,3,8,0.709999984130263
"434",1921,3,9,-0.249999994412065
"435",1921,3,10,0.389999991282821
"436",1921,3,11,1.91999995708466
"437",1921,3,12,4.83999989181757
"438",1921,3,13,5.63999987393618
"439",1921,3,14,5.85999986901879
"440",1921,3,15,5.0499998871237
"441",1921,3,16,5.87999986857176
"442",1921,3,17,6.75999984890223
"443",1921,3,18,7.39999983459711
"444",1921,3,19,7.5199998319149
"445",1921,3,20,5.70999987237155
"446",1921,3,21,6.12999986298382
"447",1921,3,22,5.42999987863004
"448",1921,3,23,6.96999984420836
"449",1921,3,24,7.32999983616173
"450",1921,3,25,8.36999981291592
"451",1921,3,26,9.27999979257584
"452",1921,3,27,10.5799997635186
"453",1921,3,28,4.76999989338219
"454",1921,3,29,6.38999985717237
"455",1921,3,30,11.4499997440726
"456",1921,3,31,8.82999980263412
"457",1921,4,1,7.1199998408556
"458",1921,4,2,5.3399998806417
"459",1921,4,3,5.16999988444149
"460",1921,4,4,6.32999985851347
"461",1921,4,5,5.739999871701
"462",1921,4,6,4.73999989405274
"463",1921,4,7,3.43999992311001
"464",1921,4,8,6.69999985024333
"465",1921,4,9,9.22999979369342
"466",1921,4,10,9.01999979838729
"467",1921,4,11,9.56999978609383
"468",1921,4,12,10.1099997740239
"469",1921,4,13,10.9299997556955
"470",1921,4,14,12.5999997183681
"471",1921,4,15,10.5699997637421
"472",1921,4,16,6.98999984376132
"473",1921,4,17,9.55999978631735
"474",1921,4,18,6.20999986119568
"475",1921,4,19,6.46999985538423
"476",1921,4,20,7.39999983459711
"477",1921,4,21,7.22999983839691
"478",1921,4,22,7.47999983280897
"479",1921,4,23,9.83999978005886
"480",1921,4,24,12.5599997192621
"481",1921,4,25,13.9499996881932
"482",1921,4,26,13.8099996913224
"483",1921,4,27,13.2899997029454
"484",1921,4,28,10.3699997682124
"485",1921,4,29,11.4099997449666
"486",1921,4,30,10.2999997697771
"487",1921,5,1,10.899999756366
"488",1921,5,2,11.9499997328967
"489",1921,5,3,9.9899997767061
"490",1921,5,4,8.75999980419874
"491",1921,5,5,10.1299997735769
"492",1921,5,6,10.1199997738004
"493",1921,5,7,9.46999978832901
"494",1921,5,8,13.469999698922
"495",1921,5,9,17.6499996054918
"496",1921,5,10,17.3699996117502
"497",1921,5,11,15.7599996477365
"498",1921,5,12,14.5899996738881
"499",1921,5,13,13.9299996886402
"500",1921,5,14,12.8799997121096
"501",1921,5,15,14.339999679476
"502",1921,5,16,16.5599996298552
"503",1921,5,17,14.3899996783584
"504",1921,5,18,15.4899996537715
"505",1921,5,19,18.6099995840341
"506",1921,5,20,20.7599995359778
"507",1921,5,21,17.2799996137619
"508",1921,5,22,14.2099996823817
"509",1921,5,23,14.7699996698648
"510",1921,5,24,14.7199996709824
"511",1921,5,25,15.9999996423721
"512",1921,5,26,16.0499996412545
"513",1921,5,27,18.5199995860457
"514",1921,5,28,19.1099995728582
"515",1921,5,29,19.1299995724112
"516",1921,5,30,16.6299996282905
"517",1921,5,31,20.0699995514005
"518",1921,6,1,21.2699995245785
"519",1921,6,2,22.9299994874746
"520",1921,6,3,23.0199994854629
"521",1921,6,4,21.8799995109439
"522",1921,6,5,21.2099995259196
"523",1921,6,6,14.5399996750057
"524",1921,6,7,12.8799997121096
"525",1921,6,8,14.6599996723235
"526",1921,6,9,17.5799996070564
"527",1921,6,10,16.949999621138
"528",1921,6,11,15.0299996640533
"529",1921,6,12,12.8699997123331
"530",1921,6,13,11.2999997474253
"531",1921,6,14,12.9599997103214
"532",1921,6,15,12.6299997176975
"533",1921,6,16,13.799999691546
"534",1921,6,17,12.7199997156858
"535",1921,6,18,12.7299997154623
"536",1921,6,19,9.61999978497624
"537",1921,6,20,11.8699997346848
"538",1921,6,21,13.3399997018278
"539",1921,6,22,11.0099997539073
"540",1921,6,23,11.0799997523427
"541",1921,6,24,12.8699997123331
"542",1921,6,25,13.8699996899813
"543",1921,6,26,16.6699996273965
"544",1921,6,27,16.7199996262789
"545",1921,6,28,14.7899996694177
"546",1921,6,29,13.3099997024983
"547",1921,6,30,15.2899996582419
"548",1921,7,1,13.7699996922165
"549",1921,7,2,14.3899996783584
"550",1921,7,3,14.1899996828288
"551",1921,7,4,15.1599996611476
"552",1921,7,5,15.6599996499717
"553",1921,7,6,13.8199996910989
"554",1921,7,7,15.0799996629357
"555",1921,7,8,15.3999996557832
"556",1921,7,9,15.7799996472895
"557",1921,7,10,18.2499995920807
"558",1921,7,11,20.6299995388836
"559",1921,7,12,20.0299995522946
"560",1921,7,13,16.6499996278435
"561",1921,7,14,14.4699996765703
"562",1921,7,15,14.5499996747822
"563",1921,7,16,14.8099996689707
"564",1921,7,17,16.7899996247143
"565",1921,7,18,16.5299996305257
"566",1921,7,19,17.5199996083975
"567",1921,7,20,17.5199996083975
"568",1921,7,21,17.3299996126443
"569",1921,7,22,14.9999996647239
"570",1921,7,23,17.3199996128678
"571",1921,7,24,20.8499995339662
"572",1921,7,25,19.2399995699525
"573",1921,7,26,20.4799995422363
"574",1921,7,27,22.959999486804
"575",1921,7,28,22.5899994950742
"576",1921,7,29,25.4099994320422
"577",1921,7,30,23.1799994818866
"578",1921,7,31,18.6899995822459
"579",1921,8,1,19.5299995634705
"580",1921,8,2,21.0999995283782
"581",1921,8,3,24.5999994501472
"582",1921,8,4,23.5999994724989
"583",1921,8,5,17.509999608621
"584",1921,8,6,19.9399995543063
"585",1921,8,7,17.7899996023625
"586",1921,8,8,18.9999995753169
"587",1921,8,9,16.5599996298552
"588",1921,8,10,15.6899996493012
"589",1921,8,11,21.509999519214
"590",1921,8,12,25.7899994235486
"591",1921,8,13,20.0599995516241
"592",1921,8,14,15.5599996522069
"593",1921,8,15,14.9299996662885
"594",1921,8,16,16.0399996414781
"595",1921,8,17,15.9599996432662
"596",1921,8,18,17.0699996184558
"597",1921,8,19,17.6699996050447
"598",1921,8,20,16.0499996412545
"599",1921,8,21,16.7199996262789
"600",1921,8,22,16.369999634102
"601",1921,8,23,18.7999995797873
"602",1921,8,24,17.0199996195734
"603",1921,8,25,18.0399995967746
"604",1921,8,26,17.9899995978922
"605",1921,8,27,14.4399996772408
"606",1921,8,28,18.3099995907396
"607",1921,8,29,19.9299995545298
"608",1921,8,30,19.6699995603412
"609",1921,8,31,11.4499997440726
"610",1921,9,1,10.629999762401
"611",1921,9,2,14.1699996832758
"612",1921,9,3,15.7099996488541
"613",1921,9,4,15.3299996573478
"614",1921,9,5,12.4799997210503
"615",1921,9,6,12.349999723956
"616",1921,9,7,12.3199997246265
"617",1921,9,8,12.4099997226149
"618",1921,9,9,13.8799996897578
"619",1921,9,10,15.9399996437132
"620",1921,9,11,15.6899996493012
"621",1921,9,12,15.6199996508658
"622",1921,9,13,12.9499997105449
"623",1921,9,14,13.8099996913224
"624",1921,9,15,15.8199996463954
"625",1921,9,16,17.2699996139854
"626",1921,9,17,13.2899997029454
"627",1921,9,18,9.19999979436398
"628",1921,9,19,7.68999982811511
"629",1921,9,20,7.61999982967973
"630",1921,9,21,9.11999979615211
"631",1921,9,22,10.1099997740239
"632",1921,9,23,13.2499997038394
"633",1921,9,24,14.3499996792525
"634",1921,9,25,10.9699997548014
"635",1921,9,26,8.96999979950488
"636",1921,9,27,9.09999979659915
"637",1921,9,28,7.76999982632697
"638",1921,9,29,9.39999978989363
"639",1921,9,30,8.63999980688095
"640",1921,10,1,8.67999980598688
"641",1921,10,2,9.86999977938831
"642",1921,10,3,12.2899997252971
"643",1921,10,4,12.4299997221678
"644",1921,10,5,7.1199998408556
"645",1921,10,6,7.44999983347952
"646",1921,10,7,9.14999979548156
"647",1921,10,8,11.3699997458607
"648",1921,10,9,12.039999730885
"649",1921,10,10,9.78999978117645
"650",1921,10,11,9.26999979279935
"651",1921,10,12,11.9199997335672
"652",1921,10,13,10.7999997586012
"653",1921,10,14,12.5299997199327
"654",1921,10,15,10.8699997570366
"655",1921,10,16,10.9399997554719
"656",1921,10,17,10.919999755919
"657",1921,10,18,11.4199997447431
"658",1921,10,19,13.2999997027218
"659",1921,10,20,12.2399997264147
"660",1921,10,21,10.3899997677654
"661",1921,10,22,11.2199997492135
"662",1921,10,23,11.8699997346848
"663",1921,10,24,8.24999981559813
"664",1921,10,25,4.61999989673495
"665",1921,10,26,3.40999992378056
"666",1921,10,27,5.68999987281859
"667",1921,10,28,6.41999985650182
"668",1921,10,29,6.67999985069036
"669",1921,10,30,4.85999989137053
"670",1921,10,31,6.72999984957278
"671",1921,11,1,7.17999983951449
"672",1921,11,2,4.48999989964068
"673",1921,11,3,1.1499999742955
"674",1921,11,4,0.749999983236194
"675",1921,11,5,5.07999988645315
"676",1921,11,6,6.87999984622002
"677",1921,11,7,6.21999986097217
"678",1921,11,8,1.84999995864928
"679",1921,11,9,-0.0399999991059303
"680",1921,11,10,-3.02999993227422
"681",1921,11,11,-2.74999993853271
"682",1921,11,12,-2.01999995484948
"683",1921,11,13,-0.169999996200204
"684",1921,11,14,0.26999999396503
"685",1921,11,15,2.41999994590878
"686",1921,11,16,3.53999992087483
"687",1921,11,17,3.31999992579222
"688",1921,11,18,1.72999996133149
"689",1921,11,19,-0.299999993294477
"690",1921,11,20,-1.58999996446073
"691",1921,11,21,1.30999997071922
"692",1921,11,22,-0.61999998614192
"693",1921,11,23,-2.59999994188547
"694",1921,11,24,-3.10999993048608
"695",1921,11,25,-5.70999987237155
"696",1921,11,26,-3.01999993249774
"697",1921,11,27,-3.85999991372228
"698",1921,11,28,-1.38999996893108
"699",1921,11,29,-2.73999993875623
"700",1921,11,30,-2.88999993540347
"701",1921,12,1,-5.739999871701
"702",1921,12,2,-7.46999983303249
"703",1921,12,3,-5.21999988332391
"704",1921,12,4,-7.0599998421967
"705",1921,12,5,-5.68999987281859
"706",1921,12,6,-1.92999995686114
"707",1921,12,7,0.239999994635582
"708",1921,12,8,3.48999992199242
"709",1921,12,9,1.05999997630715
"710",1921,12,10,-6.18999986164272
"711",1921,12,11,-9.19999979436398
"712",1921,12,12,-10.8599997572601
"713",1921,12,13,-10.359999768436
"714",1921,12,14,-9.31999979168177
"715",1921,12,15,-6.58999985270202
"716",1921,12,16,-2.25999994948506
"717",1921,12,17,0.739999983459711
"718",1921,12,18,2.36999994702637
"719",1921,12,19,1.42999996803701
"720",1921,12,20,3.39999992400408
"721",1921,12,21,4.08999990858138
"722",1921,12,22,4.11999990791082
"723",1921,12,23,3.44999992288649
"724",1921,12,24,2.4099999461323
"725",1921,12,25,1.41999996826053
"726",1921,12,26,0.189999995753169
"727",1921,12,27,-1.38999996893108
"728",1921,12,28,1.51999996602535
"729",1921,12,29,4.72999989427626
"730",1921,12,30,0.189999995753169
"731",1921,12,31,1.50999996624887
"732",1922,1,1,1.65999996289611
"733",1922,1,2,3.84999991394579
"734",1922,1,3,2.53999994322658
"735",1922,1,4,-0.649999985471368
"736",1922,1,5,-2.25999994948506
"737",1922,1,6,-3.30999992601573
"738",1922,1,7,-4.65999989584088
"739",1922,1,8,-5.90999986790121
"740",1922,1,9,-5.739999871701
"741",1922,1,10,-1.38999996893108
"742",1922,1,11,2.42999994568527
"743",1922,1,12,0.829999981448054
"744",1922,1,13,-0.679999984800816
"745",1922,1,14,-3.89999991282821
"746",1922,1,15,-5.53999987617135
"747",1922,1,16,-5.39999987930059
"748",1922,1,17,-5.19999988377094
"749",1922,1,18,-1.80999995954335
"750",1922,1,19,-2.02999995462596
"751",1922,1,20,-4.4799998998642
"752",1922,1,21,-2.73999993875623
"753",1922,1,22,-11.0399997532368
"754",1922,1,23,-15.2399996593595
"755",1922,1,24,-13.75999969244
"756",1922,1,25,-12.9599997103214
"757",1922,1,26,-13.1199997067451
"758",1922,1,27,-10.049999775365
"759",1922,1,28,-9.76999978162348
"760",1922,1,29,-10.4099997673184
"761",1922,1,30,-9.16999979503453
"762",1922,1,31,-3.51999992132187
"763",1922,2,1,-2.50999994389713
"764",1922,2,2,-4.78999989293516
"765",1922,2,3,-6.90999984554946
"766",1922,2,4,-11.1099997516721
"767",1922,2,5,-12.9399997107685
"768",1922,2,6,-12.039999730885
"769",1922,2,7,-14.3299996796995
"770",1922,2,8,-11.4499997440726
"771",1922,2,9,-12.2199997268617
"772",1922,2,10,-5.37999987974763
"773",1922,2,11,-7.3499998357147
"774",1922,2,12,-7.18999983929098
"775",1922,2,13,-6.58999985270202
"776",1922,2,14,-7.88999982364476
"777",1922,2,15,-6.22999986074865
"778",1922,2,16,-7.44999983347952
"779",1922,2,17,-3.1599999293685
"780",1922,2,18,-3.80999991483986
"781",1922,2,19,-1.80999995954335
"782",1922,2,20,0.149999996647239
"783",1922,2,21,0.709999984130263
"784",1922,2,22,-1.34999996982515
"785",1922,2,23,0.92999997921288
"786",1922,2,24,2.61999994143844
"787",1922,2,25,2.54999994300306
"788",1922,2,26,1.47999996691942
"789",1922,2,27,2.79999993741512
"790",1922,2,28,1.41999996826053
"791",1922,3,1,2.95999993383884
"792",1922,3,2,2.12999995239079
"793",1922,3,3,3.20999992825091
"794",1922,3,4,2.07999995350838
"795",1922,3,5,4.1899999063462
"796",1922,3,6,6.81999984756112
"797",1922,3,7,6.04999986477196
"798",1922,3,8,5.81999986991286
"799",1922,3,9,5.86999986879528
"800",1922,3,10,5.63999987393618
"801",1922,3,11,3.59999991953373
"802",1922,3,12,3.54999992065132
"803",1922,3,13,3.68999991752207
"804",1922,3,14,1.50999996624887
"805",1922,3,15,0.0699999984353781
"806",1922,3,16,1.67999996244907
"807",1922,3,17,-0.639999985694885
"808",1922,3,18,-1.04999997653067
"809",1922,3,19,1.82999995909631
"810",1922,3,20,4.04999990947545
